job_id,submit_time,duration,num_cpu,num_gpu,user,gpu_type,mem,wait_time,status,source,gpu_milli
llm_inference_bursty_00000046,5.038349074406486,0.2339944171271789,4.0,0.0,user_0038,,12.912898745809148,0.0,killed,llm_inference_bursty,500
llm_inference_bursty_00000047,5.1239929090244125,6.169668025108022,2.0,1.0,user_0008,T4,4.651835627288242,0.0,completed,llm_inference_bursty,250
llm_inference_bursty_00000048,5.291457455092391,0.924272688107701,9.0,1.0,user_0000,A100,19.973885036349667,0.0,completed,llm_inference_bursty,500
llm_inference_bursty_00000049,5.455304902774797,0.6425915223844553,9.0,0.0,user_0015,,4.900152786222093,0.0,completed,llm_inference_bursty,125
llm_inference_bursty_00000050,5.4723013578240725,0.1668599212642473,2.0,1.0,user_0031,A100,4.90445962645294,0.0,completed,llm_inference_bursty,125
llm_inference_bursty_00000051,5.659434376492388,1.2026895091960526,3.0,1.0,user_0139,T4,18.586110066683585,0.0,completed,llm_inference_bursty,500
llm_inference_bursty_00000052,5.674814398120324,1.103727538446285,2.0,0.0,user_0059,,8.388620553593833,0.0,completed,llm_inference_bursty,500
llm_inference_bursty_00000053,5.681250177276602,4.606166439985889,6.0,0.0,user_0014,,5.305718295370403,0.0,completed,llm_inference_bursty,125
llm_inference_bursty_00000054,6.069830622105508,2.7034034013297794,17.0,1.0,user_0002,H100,6.732322099996854,0.0,completed,llm_inference_bursty,500
llm_inference_bursty_00000055,6.265043201964671,0.37247860682846634,6.0,0.0,user_0095,,16.640577603263928,0.0,completed,llm_inference_bursty,125
llm_inference_bursty_00000056,6.314221411533805,1.0190439221254473,6.0,0.0,user_0168,,17.809316010713633,0.0,completed,llm_inference_bursty,250
llm_inference_bursty_00000057,6.407287641701729,1.785633547968868,9.0,1.0,user_0067,T4,4.526387194256217,0.0,completed,llm_inference_bursty,125
llm_inference_bursty_00000058,6.407566843338122,5.208112103110423,7.0,0.0,user_0012,,7.203303310636227,0.0,completed,llm_inference_bursty,250
llm_inference_bursty_00000059,6.586862403709226,0.10223770608015884,10.0,1.0,user_0045,V100,7.799768834084541,0.0,completed,llm_inference_bursty,500
llm_inference_bursty_00000060,6.706841992328354,0.8583112970125163,5.0,1.0,user_0099,T4,4.0888180120954765,0.0,completed,llm_inference_bursty,500
llm_inference_bursty_00000061,6.741293246253693,0.4563618679371803,5.0,1.0,user_0037,A100,7.146258752832119,0.0,completed,llm_inference_bursty,500
llm_inference_bursty_00000062,6.852186846336447,1.5716051993085354,3.0,1.0,user_0195,H100,7.412692371304639,0.0,completed,llm_inference_bursty,125
llm_inference_bursty_00000063,6.8584194291584755,1.472174243524028,7.0,0.0,user_0152,,14.64539113044389,0.0,completed,llm_inference_bursty,500
llm_inference_bursty_00000064,6.977849374624499,2.6051866344510226,10.0,0.0,user_0068,,15.24810170564087,0.0,completed,llm_inference_bursty,250
llm_inference_bursty_00000065,7.078977861981632,1.3726856839046653,6.0,0.0,user_0190,,6.064635010722643,0.0,completed,llm_inference_bursty,250
llm_inference_bursty_00000066,7.219879277109926,1.7773661545751673,8.0,0.0,user_0065,,6.498868687545291,0.0,completed,llm_inference_bursty,500
llm_inference_bursty_00000067,7.2207903091477466,1.5824352928220404,6.0,1.0,user_0028,T4,11.00748373737311,0.0,completed,llm_inference_bursty,250
llm_inference_bursty_00000068,7.337840630092582,0.2832713113420294,5.0,0.0,user_0187,,5.201187321823971,0.0,killed,llm_inference_bursty,250
llm_inference_bursty_00000069,7.368091290308472,0.5391315078497267,2.0,1.0,user_0191,H100,10.51900994346082,0.0,completed,llm_inference_bursty,250
llm_inference_bursty_00000070,7.369769151924501,0.638946893698639,3.0,0.0,user_0062,,7.009428053123008,0.0,failed,llm_inference_bursty,250
llm_inference_bursty_00000071,7.377871192197527,10.836126513093227,2.0,1.0,user_0118,A100,4.130344647945063,0.0,failed,llm_inference_bursty,500
llm_inference_bursty_00000072,7.442541964691395,0.22511830422341264,7.0,1.0,user_0034,A100,4.161593160665558,0.0,completed,llm_inference_bursty,250
llm_inference_bursty_00000073,7.765190920105142,0.33657933602753815,2.0,0.0,user_0128,,17.60592014957562,0.0,completed,llm_inference_bursty,250
llm_inference_bursty_00000074,7.7687929897898105,0.03596374210760253,1.0,1.0,user_0138,V100,6.727119966826113,0.0,completed,llm_inference_bursty,125
llm_inference_bursty_00000075,7.797325738877522,1.3823543773264217,4.0,1.0,user_0141,H100,19.77092563639182,0.0,completed,llm_inference_bursty,250
llm_inference_bursty_00000076,8.21437441127566,2.824063213910363,3.0,1.0,user_0113,H100,5.429343604941612,0.0,completed,llm_inference_bursty,500
llm_inference_bursty_00000077,8.221422801857624,2.5783044482466426,5.0,1.0,user_0140,T4,8.799748316512861,0.0,completed,llm_inference_bursty,250
llm_inference_bursty_00000078,8.283947342398582,1.5702818163721974,4.0,1.0,user_0111,V100,31.050224350457263,0.0,completed,llm_inference_bursty,125
llm_inference_bursty_00000079,8.362945041700122,1.6201082096253794,8.0,0.0,user_0163,,3.91794763110699,0.0,completed,llm_inference_bursty,250
llm_inference_bursty_00000080,8.395434485983372,1.2072769026861643,4.0,1.0,user_0035,H100,2.3662615390906003,0.0,completed,llm_inference_bursty,500
llm_inference_bursty_00000081,8.488524701943964,1.4729781569704579,3.0,1.0,user_0096,A100,15.989848926018047,0.0,completed,llm_inference_bursty,125
llm_inference_bursty_00000082,8.65626701799253,2.2910455377885373,4.0,1.0,user_0083,V100,4.499267189619841,0.0,completed,llm_inference_bursty,125
llm_inference_bursty_00000083,9.047782141337096,9.26816097048441,5.0,1.0,user_0106,A100,7.2978237081528885,0.0,killed,llm_inference_bursty,250
llm_inference_bursty_00000084,9.607909728375482,4.62859667124277,3.0,0.0,user_0028,,5.198910444499848,0.0,completed,llm_inference_bursty,250
llm_inference_bursty_00000085,9.749285449236364,3.468913335751669,7.0,0.0,user_0064,,8.678924960918676,0.0,completed,llm_inference_bursty,125
llm_inference_bursty_00000086,10.026543910974702,4.722898335081538,8.0,1.0,user_0190,V100,4.177355019041129,0.0,completed,llm_inference_bursty,500
llm_inference_bursty_00000087,10.192322043988375,0.2774487141511976,4.0,1.0,user_0021,T4,6.632859094864169,0.0,completed,llm_inference_bursty,500
llm_inference_bursty_00000088,10.329404037399472,3.496731333176135,14.0,1.0,user_0127,V100,9.678328356522856,0.0,completed,llm_inference_bursty,250
llm_inference_bursty_00000089,10.503388166945097,5.090924326205159,3.0,1.0,user_0132,A100,4.035033759023318,0.0,completed,llm_inference_bursty,250
llm_inference_bursty_00000090,10.552148723560865,0.14318421830193032,3.0,1.0,user_0094,V100,4.854711041277291,0.0,completed,llm_inference_bursty,125
llm_inference_bursty_00000091,10.689428938524344,0.7640205989501374,2.0,1.0,user_0006,H100,5.998865091025357,0.0,failed,llm_inference_bursty,500
llm_inference_bursty_00000092,10.702722487424866,2.8222139176940138,10.0,0.0,user_0006,,3.135255717892981,0.0,failed,llm_inference_bursty,500
llm_inference_bursty_00000093,10.709055322569148,0.6062543439551153,2.0,1.0,user_0055,V100,5.734286952936711,0.0,completed,llm_inference_bursty,250
llm_inference_bursty_00000094,10.82505068689413,0.6741262266789821,4.0,0.0,user_0020,,7.934956912776314,0.0,completed,llm_inference_bursty,250
llm_inference_bursty_00000095,10.86136664313633,3.0076830735424602,6.0,1.0,user_0018,A100,5.81401065655001,0.0,completed,llm_inference_bursty,500
llm_inference_bursty_00000096,10.972333190927772,2.9273467415801573,5.0,0.0,user_0032,,6.278770017684276,0.0,completed,llm_inference_bursty,500
llm_inference_bursty_00000097,10.983415021540464,0.22651281521279726,5.0,0.0,user_0038,,7.301348064358175,0.0,completed,llm_inference_bursty,125
llm_inference_bursty_00000098,11.017606645350153,0.9669221876214463,5.0,1.0,user_0167,H100,4.985600824051815,0.0,completed,llm_inference_bursty,500
llm_inference_bursty_00000099,11.43714518148165,1.007855692955349,4.0,0.0,user_0127,,11.185715242973014,0.0,completed,llm_inference_bursty,500
llm_inference_bursty_00000100,11.668004470331867,0.29479959829843544,2.0,1.0,user_0006,T4,17.489258192257886,0.0,completed,llm_inference_bursty,500
llm_inference_bursty_00000101,11.715250525951712,0.6447647942567118,4.0,0.0,user_0125,,5.592194379907111,0.0,completed,llm_inference_bursty,250
llm_inference_bursty_00000102,11.75906460738854,0.06558878447529558,4.0,1.0,user_0027,A100,9.885993317084615,0.0,completed,llm_inference_bursty,250
llm_inference_bursty_00000103,11.791942101912545,0.6627825399025594,8.0,1.0,user_0084,T4,6.399562999711101,0.0,completed,llm_inference_bursty,125
llm_inference_bursty_00000104,11.80988498707469,1.176464646163719,3.0,1.0,user_0007,V100,9.200818127681226,0.0,completed,llm_inference_bursty,250
llm_inference_bursty_00000105,11.84723348720956,0.8084424961591112,4.0,1.0,user_0018,H100,18.905780440579782,0.0,completed,llm_inference_bursty,125
llm_inference_bursty_00000106,11.94693858104229,3.0383079129525155,9.0,1.0,user_0026,H100,10.026140434860215,0.0,completed,llm_inference_bursty,250
llm_inference_bursty_00000107,11.98489862783104,3.1016185536463636,10.0,1.0,user_0086,V100,2.549637715474582,0.0,completed,llm_inference_bursty,125
llm_inference_bursty_00000108,12.097794622454428,1.65481751218548,3.0,1.0,user_0092,T4,9.702633843100006,0.0,completed,llm_inference_bursty,250
llm_inference_bursty_00000109,12.100537035655728,0.726914465060888,3.0,1.0,user_0070,H100,15.48262219077702,0.0,completed,llm_inference_bursty,250
llm_inference_bursty_00000110,12.149584814244074,0.08515203563392619,3.0,0.0,user_0124,,6.4691343039103995,0.0,completed,llm_inference_bursty,125
llm_inference_bursty_00000111,12.151860084903557,0.28901829563585335,6.0,1.0,user_0144,T4,13.428521077646517,0.0,completed,llm_inference_bursty,500
llm_inference_bursty_00000112,12.260890438218164,2.9584643999068736,11.0,1.0,user_0145,H100,4.883834528294052,0.0,completed,llm_inference_bursty,250
llm_inference_bursty_00000113,12.541157998688945,0.1580081308063214,7.0,1.0,user_0115,A100,3.0303450904889364,0.0,completed,llm_inference_bursty,500
llm_inference_bursty_00000114,12.556783212706518,0.08385240505656051,10.0,1.0,user_0109,H100,8.042189816154734,0.0,completed,llm_inference_bursty,125
llm_inference_bursty_00000115,12.563675607890104,0.9963452698205175,6.0,1.0,user_0098,A100,2.575681006135447,0.0,completed,llm_inference_bursty,500
llm_inference_bursty_00000116,12.573381016569758,3.7001912083494206,2.0,1.0,user_0047,T4,6.3989722546777825,0.0,completed,llm_inference_bursty,125
llm_inference_bursty_00000117,12.70691697234538,2.265143528259558,3.0,1.0,user_0097,H100,15.992268034390307,0.0,completed,llm_inference_bursty,250
llm_inference_bursty_00000118,12.765359812456104,3.46658346782136,8.0,0.0,user_0002,,2.3493583693405293,0.0,completed,llm_inference_bursty,250
llm_inference_bursty_00000119,12.772391135355633,0.8729089700065257,3.0,1.0,user_0193,V100,3.4291140126165316,0.0,completed,llm_inference_bursty,250
llm_inference_bursty_00000120,12.897730225310017,1.2974955832634154,3.0,0.0,user_0074,,3.9780058574950368,0.0,completed,llm_inference_bursty,250
llm_inference_bursty_00000121,12.942553131704278,1.0656263741116399,3.0,1.0,user_0151,A100,7.113597434734461,0.0,completed,llm_inference_bursty,500
llm_inference_bursty_00000122,13.23545007671681,2.347978136308065,4.0,1.0,user_0191,A100,5.933236976677664,0.0,completed,llm_inference_bursty,125
llm_inference_bursty_00000123,13.336634539262137,1.0713989607010155,3.0,1.0,user_0099,V100,17.10689894150854,0.0,completed,llm_inference_bursty,500
llm_inference_bursty_00000124,13.39222214874113,2.5830540894065948,2.0,0.0,user_0172,,13.099957651016105,0.0,failed,llm_inference_bursty,125
llm_inference_bursty_00000125,13.437315586450453,0.9681893967915558,5.0,0.0,user_0095,,9.945933435112044,0.0,completed,llm_inference_bursty,125
llm_inference_bursty_00000126,13.46994765046815,0.8219182107266879,3.0,0.0,user_0026,,8.063745804770775,0.0,killed,llm_inference_bursty,125
llm_inference_bursty_00000127,13.686916188889297,1.4929126781118358,1.0,0.0,user_0005,,9.355251713364952,0.0,killed,llm_inference_bursty,500
llm_inference_bursty_00000128,13.776908814137927,0.48885961422207624,8.0,0.0,user_0027,,4.405309803195684,0.0,failed,llm_inference_bursty,125
llm_inference_bursty_00000129,13.973368619556442,14.627585635908527,3.0,1.0,user_0188,V100,12.35827911470139,0.0,completed,llm_inference_bursty,250
llm_inference_bursty_00000130,13.985438098393624,1.4107131269723079,5.0,0.0,user_0095,,3.791544467828225,0.0,completed,llm_inference_bursty,250
llm_inference_bursty_00000131,13.988970601758535,1.6126725228015606,5.0,0.0,user_0063,,12.19744125251089,0.0,completed,llm_inference_bursty,500
llm_inference_bursty_00000132,13.995947044143062,1.565530168587953,3.0,1.0,user_0089,T4,15.054628738305384,0.0,completed,llm_inference_bursty,250
llm_inference_bursty_00000133,14.188185924243111,0.05304931907570916,5.0,1.0,user_0051,V100,8.385623581909199,0.0,completed,llm_inference_bursty,500
llm_inference_bursty_00000134,14.252404112819885,1.7303965233831629,7.0,1.0,user_0174,A100,6.647708206203038,0.0,completed,llm_inference_bursty,500
llm_inference_bursty_00000135,14.318562511543588,2.6899312078574757,5.0,0.0,user_0199,,9.395078092695485,0.0,completed,llm_inference_bursty,500
llm_inference_bursty_00000136,14.347681046258966,1.4330161167482778,3.0,0.0,user_0016,,1.3272232501536336,0.0,completed,llm_inference_bursty,500
llm_inference_bursty_00000137,14.453288685032557,1.7215897036771066,5.0,0.0,user_0143,,8.858300517976211,0.0,completed,llm_inference_bursty,125
llm_inference_bursty_00000138,14.529674252597777,1.4542409661895013,2.0,0.0,user_0067,,6.903217458795816,0.0,completed,llm_inference_bursty,250
llm_inference_bursty_00000139,14.565524744587583,3.0352725446116966,10.0,0.0,user_0009,,7.167974600188088,0.0,completed,llm_inference_bursty,250
llm_inference_bursty_00000140,14.680696767907664,0.9346606619743815,5.0,1.0,user_0184,V100,11.290024042951352,0.0,completed,llm_inference_bursty,125
llm_inference_bursty_00000141,14.721789737529273,0.7094245920399376,10.0,0.0,user_0012,,7.064898483212165,0.0,completed,llm_inference_bursty,125
llm_inference_bursty_00000142,14.786380168983268,1.1556842746198934,4.0,0.0,user_0041,,3.7280148717149233,0.0,completed,llm_inference_bursty,125
llm_inference_bursty_00000143,14.790923324933386,1.5011293540950474,4.0,1.0,user_0005,V100,6.788013916315666,0.0,completed,llm_inference_bursty,500
llm_inference_bursty_00000144,14.793593783781256,1.2084273041974076,3.0,1.0,user_0094,A100,7.694711621101931,0.0,completed,llm_inference_bursty,250
llm_inference_bursty_00000145,14.900644546552298,1.2689433714820397,10.0,1.0,user_0119,A100,7.916588332714752,0.0,completed,llm_inference_bursty,125
llm_inference_bursty_00000146,14.920859548413317,1.7310009965986382,3.0,1.0,user_0064,T4,8.142942656267989,0.0,completed,llm_inference_bursty,500
llm_inference_bursty_00000147,14.960497359641103,0.051305878915230384,6.0,1.0,user_0014,H100,13.785556683663062,0.0,completed,llm_inference_bursty,500
llm_inference_bursty_00000148,15.138575295897745,7.529295925011114,2.0,0.0,user_0023,,3.8511787419462684,0.0,completed,llm_inference_bursty,500
llm_inference_bursty_00000149,15.20012201379123,1.2127803966027202,5.0,0.0,user_0186,,8.210552964046764,0.0,completed,llm_inference_bursty,500
llm_inference_bursty_00000150,15.218801887369558,1.5598569368466646,2.0,0.0,user_0161,,16.021920553155603,0.0,completed,llm_inference_bursty,500
llm_inference_bursty_00000151,15.231918929661463,3.077740430364114,6.0,0.0,user_0187,,2.6096943360129967,0.0,completed,llm_inference_bursty,125
llm_inference_bursty_00000152,15.288932294114783,1.1559732596990417,2.0,1.0,user_0106,T4,8.23001640881797,0.0,completed,llm_inference_bursty,500
llm_inference_bursty_00000153,15.301299837753493,2.031576214243033,4.0,1.0,user_0109,H100,5.200594254742778,0.0,completed,llm_inference_bursty,250
llm_inference_bursty_00000154,15.350242383638449,6.921701414430014,6.0,1.0,user_0157,H100,5.9154866582233,0.0,completed,llm_inference_bursty,250
llm_inference_bursty_00000155,15.381983551271048,1.68552980731122,4.0,1.0,user_0123,H100,4.293556876117661,0.0,completed,llm_inference_bursty,250
llm_inference_bursty_00000156,15.470786941557908,3.454547078131012,5.0,1.0,user_0087,H100,6.674334978138428,0.0,completed,llm_inference_bursty,250
llm_inference_bursty_00000157,15.519006985910416,2.3744014478396336,3.0,0.0,user_0058,,22.30371750106542,0.0,completed,llm_inference_bursty,250
llm_inference_bursty_00000158,15.56307035208276,1.1841498313553662,8.0,1.0,user_0097,V100,3.4602532612836936,0.0,completed,llm_inference_bursty,500
llm_inference_bursty_00000159,15.697623471150402,1.3668922069408878,8.0,0.0,user_0012,,3.6628224027102667,0.0,completed,llm_inference_bursty,125
llm_inference_bursty_00000160,15.713217125430608,0.39877898571955533,12.0,1.0,user_0038,A100,3.383258363158778,0.0,completed,llm_inference_bursty,125
llm_inference_bursty_00000161,15.886583875018902,1.65026313931594,4.0,1.0,user_0147,V100,20.83118144244734,0.0,killed,llm_inference_bursty,125
llm_inference_bursty_00000162,15.96756788343334,1.2436365016995077,1.0,1.0,user_0173,V100,5.599045723415016,0.0,completed,llm_inference_bursty,500
llm_inference_bursty_00000163,16.161341494796282,1.0217056688877029,8.0,1.0,user_0020,A100,7.276256870148176,0.0,completed,llm_inference_bursty,250
llm_inference_bursty_00000164,16.20544659900301,0.41146906190292865,4.0,1.0,user_0019,H100,5.802740090192243,0.0,completed,llm_inference_bursty,250
llm_inference_bursty_00000165,16.3020116020135,1.2843892999003148,4.0,1.0,user_0017,A100,4.192705681728586,0.0,completed,llm_inference_bursty,250
llm_inference_bursty_00000166,16.31793158189506,4.542198584461504,3.0,0.0,user_0158,,6.416736223489949,0.0,completed,llm_inference_bursty,250
llm_inference_bursty_00000167,16.36884373364116,0.3998092076759516,4.0,0.0,user_0062,,32.29608977949408,0.0,completed,llm_inference_bursty,250
llm_inference_bursty_00000168,16.380402206343334,1.4775522842118658,3.0,1.0,user_0065,T4,17.034531569009708,0.0,completed,llm_inference_bursty,125
llm_inference_bursty_00000169,16.507994967294675,0.6012411510954949,2.0,0.0,user_0002,,4.4292811812600705,0.0,completed,llm_inference_bursty,125
llm_inference_bursty_00000170,16.552414839347346,0.7715258388989517,5.0,1.0,user_0194,V100,10.897620491126297,0.0,completed,llm_inference_bursty,500
llm_inference_bursty_00000171,16.585957618197316,0.06632045379934684,5.0,1.0,user_0086,T4,4.486560337747928,0.0,failed,llm_inference_bursty,250
llm_inference_bursty_00000172,16.615386670648927,4.0167002437792485,5.0,1.0,user_0159,A100,2.5451241142517897,0.0,completed,llm_inference_bursty,125
llm_inference_bursty_00000173,16.681616907902466,0.24499637808029975,3.0,1.0,user_0141,H100,13.622278133833833,0.0,completed,llm_inference_bursty,250
llm_inference_bursty_00000174,16.841199247871007,1.4754513856746254,2.0,1.0,user_0028,V100,14.821157311097105,0.0,completed,llm_inference_bursty,250
llm_inference_bursty_00000175,17.048778027189535,1.5289814710283502,2.0,1.0,user_0160,V100,13.840946694455537,0.0,completed,llm_inference_bursty,125
llm_inference_bursty_00000176,17.10520866102307,1.9550057861986196,7.0,1.0,user_0110,T4,5.573821196798871,0.0,failed,llm_inference_bursty,125
llm_inference_bursty_00000177,17.13921184626976,0.3600144270858636,8.0,1.0,user_0120,T4,6.68545692898032,0.0,completed,llm_inference_bursty,500
llm_inference_bursty_00000178,17.262077427031628,3.1079434319686223,5.0,1.0,user_0040,V100,11.586716726571787,0.0,killed,llm_inference_bursty,125
llm_inference_bursty_00000179,17.329843941320874,0.8972842960041844,5.0,1.0,user_0169,T4,9.345525030878377,0.0,completed,llm_inference_bursty,125
llm_inference_bursty_00000180,17.36281701278083,1.1475418945506306,2.0,1.0,user_0186,A100,5.83466888180011,0.0,completed,llm_inference_bursty,250
llm_inference_bursty_00000181,17.39620647495617,0.3121213830955378,4.0,1.0,user_0081,T4,2.7970265540309,0.0,completed,llm_inference_bursty,250
llm_inference_bursty_00000182,17.428591868176294,0.41620201121056877,8.0,1.0,user_0018,V100,7.911561071543383,0.0,completed,llm_inference_bursty,500
llm_inference_bursty_00000183,17.473701322953474,0.11274375409852865,1.0,1.0,user_0169,V100,14.11736759226109,0.0,completed,llm_inference_bursty,500
llm_inference_bursty_00000184,17.56395798150679,0.004914712151640587,3.0,0.0,user_0177,,3.6018479261426353,0.0,completed,llm_inference_bursty,125
llm_inference_bursty_00000185,17.676484697263884,3.9666154038892723,6.0,1.0,user_0101,V100,10.84013694252089,0.0,completed,llm_inference_bursty,250
llm_inference_bursty_00000186,17.703597296804055,0.06624794835570606,4.0,0.0,user_0115,,9.015316976803275,0.0,completed,llm_inference_bursty,125
llm_inference_bursty_00000187,17.71075473824352,1.1979460177590633,1.0,0.0,user_0044,,11.589377640522224,0.0,completed,llm_inference_bursty,250
llm_inference_bursty_00000188,17.76092439463681,4.762684334388207,6.0,0.0,user_0013,,12.46824858854344,0.0,completed,llm_inference_bursty,125
