scenario,algorithm,mode,seed,n_submitted,n_admitted,rejection_rate,p50_wait_time,p95_wait_time,p99_wait_time,sla_violation_rate,jains_fairness_per_user_wait,avg_gpu_utilization_time_weighted,gpu_hours_wasted,gpu_hours_used,makespan_hours
baseline,w_fgd,time-driven,3,300,300,0.0,0.0,360.1768185484228,904.5876446156241,0.09333333333333334,0.11317772534929782,0.17519936815431816,274.5280232683667,58.31365103303008,2.0802604643837297
baseline,w_fgd_balanced,time-driven,1,300,300,0.0,0.0,360.1768185484228,1040.7328909876162,0.06666666666666667,0.08034836404742259,0.17519936815431816,274.5280232683667,58.31365103303008,2.0802604643837297
baseline,w_fgd_balanced,time-driven,2,300,300,0.0,0.0,360.1768185484228,1040.7328909876162,0.06666666666666667,0.08034836404742259,0.17519936815431816,274.5280232683667,58.31365103303008,2.0802604643837297
baseline,w_fgd_balanced,time-driven,3,300,300,0.0,0.0,360.1768185484228,1040.7328909876162,0.06666666666666667,0.08034836404742259,0.17519936815431816,274.5280232683667,58.31365103303008,2.0802604643837297
bursty_arrivals,random,time-driven,1,300,300,0.0,0.0,736.0112302345241,1329.3780103052197,0.15666666666666668,0.13898888147990704,0.07810679959114174,437.94243212126054,37.1043866718857,2.969042617457164
bursty_arrivals,random,time-driven,2,300,300,0.0,0.0,736.0820004811213,1290.4648993192695,0.15666666666666668,0.1422034157844562,0.07810679959114174,437.94243212126054,37.1043866718857,2.969042617457164
bursty_arrivals,random,time-driven,3,300,300,0.0,0.0,778.544609882255,1321.1385275719176,0.15666666666666668,0.13979905250258487,0.07810679959114174,437.94243212126054,37.1043866718857,2.969042617457164
bursty_arrivals,first_fit,time-driven,1,300,300,0.0,0.0,729.4007684107598,1283.7926774669388,0.14666666666666667,0.12642403586567644,0.07807238755396652,438.1518189390644,37.1043866718857,2.970351285068438
bursty_arrivals,first_fit,time-driven,2,300,300,0.0,0.0,729.4007684107598,1283.7926774669388,0.14666666666666667,0.12642403586567644,0.07807238755396652,438.1518189390644,37.1043866718857,2.970351285068438
bursty_arrivals,first_fit,time-driven,3,300,300,0.0,0.0,729.4007684107598,1283.7926774669388,0.14666666666666667,0.12642403586567644,0.07807238755396652,438.1518189390644,37.1043866718857,2.970351285068438
bursty_arrivals,best_fit,time-driven,1,300,300,0.0,0.0,729.4007684107598,1283.7926774669388,0.14666666666666667,0.1268215388034215,0.07807238755396652,438.1518189390644,37.1043866718857,2.970351285068438
bursty_arrivals,best_fit,time-driven,2,300,300,0.0,0.0,729.4007684107598,1283.7926774669388,0.14666666666666667,0.1268215388034215,0.07807238755396652,438.1518189390644,37.1043866718857,2.970351285068438
bursty_arrivals,best_fit,time-driven,3,300,300,0.0,0.0,729.4007684107598,1283.7926774669388,0.14666666666666667,0.1268215388034215,0.07807238755396652,438.1518189390644,37.1043866718857,2.970351285068438
bursty_arrivals,worst_fit,time-driven,1,300,300,0.0,0.0,778.544609882255,1321.1385275719176,0.15666666666666668,0.13882097075178104,0.07810679959114174,437.94243212126054,37.1043866718857,2.969042617457164
bursty_arrivals,worst_fit,time-driven,2,300,300,0.0,0.0,778.544609882255,1321.1385275719176,0.15666666666666668,0.13882097075178104,0.07810679959114174,437.94243212126054,37.1043866718857,2.969042617457164
bursty_arrivals,worst_fit,time-driven,3,300,300,0.0,0.0,778.544609882255,1321.1385275719176,0.15666666666666668,0.13882097075178104,0.07810679959114174,437.94243212126054,37.1043866718857,2.969042617457164
bursty_arrivals,round_robin,time-driven,1,300,300,0.0,0.0,736.0112302345241,1290.4648993192695,0.15,0.1378285512772044,0.07810679959114174,437.94243212126054,37.1043866718857,2.969042617457164
bursty_arrivals,round_robin,time-driven,2,300,300,0.0,0.0,736.0112302345241,1290.4648993192695,0.15,0.1378285512772044,0.07810679959114174,437.94243212126054,37.1043866718857,2.969042617457164
bursty_arrivals,round_robin,time-driven,3,300,300,0.0,0.0,736.0112302345241,1290.4648993192695,0.15,0.1378285512772044,0.07810679959114174,437.94243212126054,37.1043866718857,2.969042617457164
bursty_arrivals,gpu_packing,time-driven,1,300,300,0.0,0.0,729.4007684107598,1283.7926774669388,0.14666666666666667,0.12565371367921033,0.07807238755396652,438.1518189390644,37.1043866718857,2.970351285068438
bursty_arrivals,gpu_packing,time-driven,2,300,300,0.0,0.0,729.4007684107598,1283.7926774669388,0.14666666666666667,0.12565371367921033,0.07807238755396652,438.1518189390644,37.1043866718857,2.970351285068438
bursty_arrivals,gpu_packing,time-driven,3,300,300,0.0,0.0,729.4007684107598,1283.7926774669388,0.14666666666666667,0.12565371367921033,0.07807238755396652,438.1518189390644,37.1043866718857,2.970351285068438
bursty_arrivals,least_requested,time-driven,1,300,300,0.0,0.0,736.0820004811213,1290.4648993192695,0.16,0.15139297330168963,0.07810679959114174,437.94243212126054,37.1043866718857,2.969042617457164
bursty_arrivals,least_requested,time-driven,2,300,300,0.0,0.0,736.0820004811213,1290.4648993192695,0.16,0.15139297330168963,0.07810679959114174,437.94243212126054,37.1043866718857,2.969042617457164
bursty_arrivals,least_requested,time-driven,3,300,300,0.0,0.0,736.0820004811213,1290.4648993192695,0.16,0.15139297330168963,0.07810679959114174,437.94243212126054,37.1043866718857,2.969042617457164
bursty_arrivals,fgd,time-driven,1,300,300,0.0,0.0,729.4007684107598,1290.4648993192695,0.15,0.1350532565779484,0.07810679959114174,437.94243212126054,37.1043866718857,2.969042617457164
bursty_arrivals,fgd,time-driven,2,300,300,0.0,0.0,729.4007684107598,1290.4648993192695,0.15,0.1350532565779484,0.07810679959114174,437.94243212126054,37.1043866718857,2.969042617457164
bursty_arrivals,fgd,time-driven,3,300,300,0.0,0.0,729.4007684107598,1290.4648993192695,0.15,0.1350532565779484,0.07810679959114174,437.94243212126054,37.1043866718857,2.969042617457164
bursty_arrivals,w_fgd,time-driven,1,300,300,0.0,0.0,749.9781674527248,1290.4648993192695,0.15333333333333332,0.13721284474734008,0.07810679959114174,437.94243212126054,37.1043866718857,2.969042617457164
bursty_arrivals,w_fgd,time-driven,2,300,300,0.0,0.0,749.9781674527248,1290.4648993192695,0.15333333333333332,0.13721284474734008,0.07810679959114174,437.94243212126054,37.1043866718857,2.969042617457164
bursty_arrivals,w_fgd,time-driven,3,300,300,0.0,0.0,749.9781674527248,1290.4648993192695,0.15333333333333332,0.13721284474734008,0.07810679959114174,437.94243212126054,37.1043866718857,2.969042617457164
bursty_arrivals,w_fgd_balanced,time-driven,1,300,300,0.0,0.0,729.4007684107598,1290.4648993192695,0.16,0.14750015809056619,0.07810679959114174,437.94243212126054,37.1043866718857,2.969042617457164
bursty_arrivals,w_fgd_balanced,time-driven,2,300,300,0.0,0.0,729.4007684107598,1290.4648993192695,0.16,0.14750015809056619,0.07810679959114174,437.94243212126054,37.1043866718857,2.969042617457164
bursty_arrivals,w_fgd_balanced,time-driven,3,300,300,0.0,0.0,729.4007684107598,1290.4648993192695,0.16,0.14750015809056619,0.07810679959114174,437.94243212126054,37.1043866718857,2.969042617457164
checkpoint_io_burst,random,time-driven,1,300,300,0.0,0.0,416.72237683912266,1052.6575939769516,0.23333333333333334,0.15544910956591199,0.1859601066004798,271.44024670023106,62.0080878361351,2.084052090852288
checkpoint_io_burst,random,time-driven,2,300,300,0.0,0.0,466.0933191764366,852.9407857616302,0.21333333333333335,0.15821654972137952,0.1859601066004798,271.44024670023106,62.00808783613509,2.084052090852288
checkpoint_io_burst,random,time-driven,3,300,300,0.0,0.0,466.0933191764366,1089.182904158216,0.24,0.14548441891641112,0.1859601066004798,271.44024670023106,62.0080878361351,2.084052090852288
checkpoint_io_burst,first_fit,time-driven,1,300,300,0.0,0.0,462.4053728688623,1120.5009184312153,0.24,0.16003670299364547,0.1859601066004798,271.44024670023106,62.0080878361351,2.084052090852288
checkpoint_io_burst,first_fit,time-driven,2,300,300,0.0,0.0,462.4053728688623,1120.5009184312153,0.24,0.16003670299364547,0.1859601066004798,271.44024670023106,62.0080878361351,2.084052090852288
checkpoint_io_burst,first_fit,time-driven,3,300,300,0.0,0.0,462.4053728688623,1120.5009184312153,0.24,0.16003670299364547,0.1859601066004798,271.44024670023106,62.0080878361351,2.084052090852288
checkpoint_io_burst,best_fit,time-driven,1,300,300,0.0,0.0,462.4053728688623,1052.6575939769516,0.24333333333333335,0.16373235062459132,0.1859601066004798,271.44024670023106,62.0080878361351,2.084052090852288
checkpoint_io_burst,best_fit,time-driven,2,300,300,0.0,0.0,462.4053728688623,1052.6575939769516,0.24333333333333335,0.16373235062459132,0.1859601066004798,271.44024670023106,62.0080878361351,2.084052090852288
checkpoint_io_burst,best_fit,time-driven,3,300,300,0.0,0.0,462.4053728688623,1052.6575939769516,0.24333333333333335,0.16373235062459132,0.1859601066004798,271.44024670023106,62.0080878361351,2.084052090852288
checkpoint_io_burst,worst_fit,time-driven,1,300,300,0.0,0.0,432.68623379968074,1060.3691429660894,0.22666666666666666,0.14558327901766593,0.18596010660047982,271.440246700231,62.008087836135104,2.084052090852288
checkpoint_io_burst,worst_fit,time-driven,2,300,300,0.0,0.0,432.68623379968074,1060.3691429660894,0.22666666666666666,0.14558327901766593,0.18596010660047982,271.440246700231,62.008087836135104,2.084052090852288
checkpoint_io_burst,worst_fit,time-driven,3,300,300,0.0,0.0,432.68623379968074,1060.3691429660894,0.22666666666666666,0.14558327901766593,0.18596010660047982,271.440246700231,62.008087836135104,2.084052090852288
checkpoint_io_burst,round_robin,time-driven,1,300,300,0.0,0.0,453.96865804183136,935.6363410814778,0.23666666666666666,0.17105190535644776,0.1859601066004798,271.44024670023106,62.0080878361351,2.084052090852288
checkpoint_io_burst,round_robin,time-driven,2,300,300,0.0,0.0,453.96865804183136,935.6363410814778,0.23666666666666666,0.17105190535644776,0.1859601066004798,271.44024670023106,62.0080878361351,2.084052090852288
checkpoint_io_burst,round_robin,time-driven,3,300,300,0.0,0.0,453.96865804183136,935.6363410814778,0.23666666666666666,0.17105190535644776,0.1859601066004798,271.44024670023106,62.0080878361351,2.084052090852288
checkpoint_io_burst,gpu_packing,time-driven,1,300,300,0.0,0.0,462.4053728688623,1052.6575939769516,0.23666666666666666,0.16133610991242123,0.1859601066004798,271.44024670023106,62.0080878361351,2.084052090852288
checkpoint_io_burst,gpu_packing,time-driven,2,300,300,0.0,0.0,462.4053728688623,1052.6575939769516,0.23666666666666666,0.16133610991242123,0.1859601066004798,271.44024670023106,62.0080878361351,2.084052090852288
checkpoint_io_burst,gpu_packing,time-driven,3,300,300,0.0,0.0,462.4053728688623,1052.6575939769516,0.23666666666666666,0.16133610991242123,0.1859601066004798,271.44024670023106,62.0080878361351,2.084052090852288
checkpoint_io_burst,least_requested,time-driven,1,300,300,0.0,0.0,388.5010800686473,1058.0939773832142,0.14333333333333334,0.10159579965570771,0.1859601066004798,271.44024670023106,62.0080878361351,2.084052090852288
checkpoint_io_burst,least_requested,time-driven,2,300,300,0.0,0.0,388.5010800686473,1058.0939773832142,0.14333333333333334,0.10159579965570771,0.1859601066004798,271.44024670023106,62.0080878361351,2.084052090852288
checkpoint_io_burst,least_requested,time-driven,3,300,300,0.0,0.0,388.5010800686473,1058.0939773832142,0.14333333333333334,0.10159579965570771,0.1859601066004798,271.44024670023106,62.0080878361351,2.084052090852288
checkpoint_io_burst,fgd,time-driven,1,300,300,0.0,0.0,425.241577223007,783.9043600236035,0.22666666666666666,0.16686592200908149,0.1859601066004798,271.44024670023106,62.0080878361351,2.084052090852288
checkpoint_io_burst,fgd,time-driven,2,300,300,0.0,0.0,425.241577223007,783.9043600236035,0.22666666666666666,0.16686592200908149,0.1859601066004798,271.44024670023106,62.0080878361351,2.084052090852288
checkpoint_io_burst,fgd,time-driven,3,300,300,0.0,0.0,425.241577223007,783.9043600236035,0.22666666666666666,0.16686592200908149,0.1859601066004798,271.44024670023106,62.0080878361351,2.084052090852288
checkpoint_io_burst,w_fgd,time-driven,1,300,300,0.0,0.0,446.2681122953362,1052.6575939769516,0.24,0.14856197839340518,0.1859601066004798,271.44024670023106,62.0080878361351,2.084052090852288
checkpoint_io_burst,w_fgd,time-driven,2,300,300,0.0,0.0,446.2681122953362,1052.6575939769516,0.24,0.14856197839340518,0.1859601066004798,271.44024670023106,62.0080878361351,2.084052090852288
checkpoint_io_burst,w_fgd,time-driven,3,300,300,0.0,0.0,446.2681122953362,1052.6575939769516,0.24,0.14856197839340518,0.1859601066004798,271.44024670023106,62.0080878361351,2.084052090852288
checkpoint_io_burst,w_fgd_balanced,time-driven,1,300,300,0.0,0.0,588.7452232793692,1117.2097315861938,0.15,0.10929004572954777,0.1859601066004798,271.44024670023106,62.0080878361351,2.084052090852288
checkpoint_io_burst,w_fgd_balanced,time-driven,2,300,300,0.0,0.0,588.7452232793692,1117.2097315861938,0.15,0.10929004572954777,0.1859601066004798,271.44024670023106,62.0080878361351,2.084052090852288
checkpoint_io_burst,w_fgd_balanced,time-driven,3,300,300,0.0,0.0,588.7452232793692,1117.2097315861938,0.15,0.10929004572954777,0.1859601066004798,271.44024670023106,62.0080878361351,2.084052090852288
cold_start_storm,random,time-driven,1,300,300,0.0,0.0,0.0,10.93352468266312,0.0,0.013455435139086369,0.001687465380687495,1106.3739265334834,1.8701234677299485,6.926525312507583
cold_start_storm,random,time-driven,2,300,300,0.0,0.0,0.0,10.93352468266312,0.0,0.01948702230433925,0.001687465380687495,1106.3739265334834,1.8701234677299485,6.926525312507583
cold_start_storm,random,time-driven,3,300,300,0.0,0.0,0.0,8.492824421184196,0.0,0.012946649701116498,0.001687465380687495,1106.3739265334834,1.8701234677299485,6.926525312507583
cold_start_storm,first_fit,time-driven,1,300,300,0.0,0.0,0.0,8.267307850352154,0.0,0.016502859020314935,0.001687465380687495,1106.3739265334834,1.8701234677299485,6.926525312507583
cold_start_storm,first_fit,time-driven,2,300,300,0.0,0.0,0.0,8.267307850352154,0.0,0.016502859020314935,0.001687465380687495,1106.3739265334834,1.8701234677299485,6.926525312507583
cold_start_storm,first_fit,time-driven,3,300,300,0.0,0.0,0.0,8.267307850352154,0.0,0.016502859020314935,0.001687465380687495,1106.3739265334834,1.8701234677299485,6.926525312507583
cold_start_storm,best_fit,time-driven,1,300,300,0.0,0.0,0.0,5.97982581022552,0.0,0.015560246110173275,0.001687465380687495,1106.3739265334834,1.8701234677299485,6.926525312507583
cold_start_storm,best_fit,time-driven,2,300,300,0.0,0.0,0.0,5.97982581022552,0.0,0.015560246110173275,0.001687465380687495,1106.3739265334834,1.8701234677299485,6.926525312507583
cold_start_storm,best_fit,time-driven,3,300,300,0.0,0.0,0.0,5.97982581022552,0.0,0.015560246110173275,0.001687465380687495,1106.3739265334834,1.8701234677299485,6.926525312507583
cold_start_storm,worst_fit,time-driven,1,300,300,0.0,0.0,0.0,10.93352468266312,0.0,0.01948702230433925,0.001687465380687495,1106.3739265334834,1.8701234677299485,6.926525312507583
cold_start_storm,worst_fit,time-driven,2,300,300,0.0,0.0,0.0,10.93352468266312,0.0,0.01948702230433925,0.001687465380687495,1106.3739265334834,1.8701234677299485,6.926525312507583
cold_start_storm,worst_fit,time-driven,3,300,300,0.0,0.0,0.0,10.93352468266312,0.0,0.01948702230433925,0.001687465380687495,1106.3739265334834,1.8701234677299485,6.926525312507583
cold_start_storm,round_robin,time-driven,1,300,300,0.0,0.0,0.0,8.267307850352154,0.0,0.016502859020314935,0.001687465380687495,1106.3739265334834,1.8701234677299485,6.926525312507583
cold_start_storm,round_robin,time-driven,2,300,300,0.0,0.0,0.0,8.267307850352154,0.0,0.016502859020314935,0.001687465380687495,1106.3739265334834,1.8701234677299485,6.926525312507583
cold_start_storm,round_robin,time-driven,3,300,300,0.0,0.0,0.0,8.267307850352154,0.0,0.016502859020314935,0.001687465380687495,1106.3739265334834,1.8701234677299485,6.926525312507583
cold_start_storm,gpu_packing,time-driven,1,300,300,0.0,0.0,0.0,8.267307850352154,0.0,0.016502859020314935,0.001687465380687495,1106.3739265334834,1.8701234677299485,6.926525312507583
cold_start_storm,gpu_packing,time-driven,2,300,300,0.0,0.0,0.0,8.267307850352154,0.0,0.016502859020314935,0.001687465380687495,1106.3739265334834,1.8701234677299485,6.926525312507583
cold_start_storm,gpu_packing,time-driven,3,300,300,0.0,0.0,0.0,8.267307850352154,0.0,0.016502859020314935,0.001687465380687495,1106.3739265334834,1.8701234677299485,6.926525312507583
cold_start_storm,least_requested,time-driven,1,300,300,0.0,0.0,0.0,14.01536119524826,0.0,0.018751540734522308,0.001687465380687495,1106.3739265334834,1.8701234677299485,6.926525312507583
cold_start_storm,least_requested,time-driven,2,300,300,0.0,0.0,0.0,14.01536119524826,0.0,0.018751540734522308,0.001687465380687495,1106.3739265334834,1.8701234677299485,6.926525312507583
cold_start_storm,least_requested,time-driven,3,300,300,0.0,0.0,0.0,14.01536119524826,0.0,0.018751540734522308,0.001687465380687495,1106.3739265334834,1.8701234677299485,6.926525312507583
cold_start_storm,fgd,time-driven,1,300,300,0.0,0.0,0.0,14.01536119524826,0.0,0.019220825400804043,0.001687465380687495,1106.3739265334834,1.8701234677299485,6.926525312507583
cold_start_storm,fgd,time-driven,2,300,300,0.0,0.0,0.0,14.01536119524826,0.0,0.019220825400804043,0.001687465380687495,1106.3739265334834,1.8701234677299485,6.926525312507583
cold_start_storm,fgd,time-driven,3,300,300,0.0,0.0,0.0,14.01536119524826,0.0,0.019220825400804043,0.001687465380687495,1106.3739265334834,1.8701234677299485,6.926525312507583
cold_start_storm,w_fgd,time-driven,1,300,300,0.0,0.0,0.0,8.267307850352154,0.0,0.016502859020314935,0.001687465380687495,1106.3739265334834,1.8701234677299485,6.926525312507583
cold_start_storm,w_fgd,time-driven,2,300,300,0.0,0.0,0.0,8.267307850352154,0.0,0.016502859020314935,0.001687465380687495,1106.3739265334834,1.8701234677299485,6.926525312507583
cold_start_storm,w_fgd,time-driven,3,300,300,0.0,0.0,0.0,8.267307850352154,0.0,0.016502859020314935,0.001687465380687495,1106.3739265334834,1.8701234677299485,6.926525312507583
cold_start_storm,w_fgd_balanced,time-driven,1,300,300,0.0,0.0,0.0,14.01536119524826,0.0,0.018751540734522308,0.001687465380687495,1106.3739265334834,1.8701234677299485,6.926525312507583
cold_start_storm,w_fgd_balanced,time-driven,2,300,300,0.0,0.0,0.0,14.01536119524826,0.0,0.018751540734522308,0.001687465380687495,1106.3739265334834,1.8701234677299485,6.926525312507583
cold_start_storm,w_fgd_balanced,time-driven,3,300,300,0.0,0.0,0.0,14.01536119524826,0.0,0.018751540734522308,0.001687465380687495,1106.3739265334834,1.8701234677299485,6.926525312507583
diurnal_pattern,random,time-driven,1,300,300,0.0,0.0,660.6765645646653,1645.0334822393957,0.21,0.1453143047171636,0.15062543776374043,373.00008383528734,66.14667240054955,2.7446672264739806
diurnal_pattern,random,time-driven,2,300,300,0.0,0.0,615.5471607462637,1645.0334822393957,0.2,0.134690725343143,0.15062543776374043,373.00008383528734,66.14667240054955,2.7446672264739806
diurnal_pattern,random,time-driven,3,300,300,0.0,0.0,691.8256912385182,1322.3446479033928,0.20666666666666667,0.15734347311372232,0.15062543776374043,373.00008383528734,66.14667240054955,2.7446672264739806
diurnal_pattern,first_fit,time-driven,1,300,300,0.0,0.0,565.1349611466337,2345.5970749511703,0.21333333333333335,0.11237668784555133,0.15062543776374043,373.00008383528734,66.14667240054955,2.7446672264739806
diurnal_pattern,first_fit,time-driven,2,300,300,0.0,0.0,565.1349611466337,2345.5970749511703,0.21333333333333335,0.11237668784555133,0.15062543776374043,373.00008383528734,66.14667240054955,2.7446672264739806
diurnal_pattern,first_fit,time-driven,3,300,300,0.0,0.0,565.1349611466337,2345.5970749511703,0.21333333333333335,0.11237668784555133,0.15062543776374043,373.00008383528734,66.14667240054955,2.7446672264739806
diurnal_pattern,best_fit,time-driven,1,300,300,0.0,0.0,565.1349611466337,2345.5970749511703,0.21,0.11130185091850063,0.15062543776374043,373.00008383528734,66.14667240054955,2.7446672264739806
diurnal_pattern,best_fit,time-driven,2,300,300,0.0,0.0,565.1349611466337,2345.5970749511703,0.21,0.11130185091850063,0.15062543776374043,373.00008383528734,66.14667240054955,2.7446672264739806
diurnal_pattern,best_fit,time-driven,3,300,300,0.0,0.0,565.1349611466337,2345.5970749511703,0.21,0.11130185091850063,0.15062543776374043,373.00008383528734,66.14667240054955,2.7446672264739806
diurnal_pattern,worst_fit,time-driven,1,300,300,0.0,0.0,620.3398427805512,1078.1288786834225,0.22,0.19671484187160596,0.15062543776374043,373.00008383528734,66.14667240054955,2.7446672264739806
diurnal_pattern,worst_fit,time-driven,2,300,300,0.0,0.0,620.3398427805512,1078.1288786834225,0.22,0.19671484187160596,0.15062543776374043,373.00008383528734,66.14667240054955,2.7446672264739806
diurnal_pattern,worst_fit,time-driven,3,300,300,0.0,0.0,620.3398427805512,1078.1288786834225,0.22,0.19671484187160596,0.15062543776374043,373.00008383528734,66.14667240054955,2.7446672264739806
diurnal_pattern,round_robin,time-driven,1,300,300,0.0,0.0,617.5020082793428,1093.0317875567835,0.21,0.15404673881183573,0.15062543776374043,373.00008383528734,66.14667240054955,2.7446672264739806
diurnal_pattern,round_robin,time-driven,2,300,300,0.0,0.0,617.5020082793428,1093.0317875567835,0.21,0.15404673881183573,0.15062543776374043,373.00008383528734,66.14667240054955,2.7446672264739806
diurnal_pattern,round_robin,time-driven,3,300,300,0.0,0.0,617.5020082793428,1093.0317875567835,0.21,0.15404673881183573,0.15062543776374043,373.00008383528734,66.14667240054955,2.7446672264739806
diurnal_pattern,gpu_packing,time-driven,1,300,300,0.0,0.0,565.1349611466337,2345.5970749511703,0.21,0.11162284046341434,0.15062543776374043,373.00008383528734,66.14667240054955,2.7446672264739806
diurnal_pattern,gpu_packing,time-driven,2,300,300,0.0,0.0,565.1349611466337,2345.5970749511703,0.21,0.11162284046341434,0.15062543776374043,373.00008383528734,66.14667240054955,2.7446672264739806
diurnal_pattern,gpu_packing,time-driven,3,300,300,0.0,0.0,565.1349611466337,2345.5970749511703,0.21,0.11162284046341434,0.15062543776374043,373.00008383528734,66.14667240054955,2.7446672264739806
diurnal_pattern,least_requested,time-driven,1,300,300,0.0,0.0,716.2244829634104,1659.2688229993132,0.21333333333333335,0.1475249509707329,0.15062543776374043,373.00008383528734,66.14667240054955,2.7446672264739806
diurnal_pattern,least_requested,time-driven,2,300,300,0.0,0.0,716.2244829634104,1659.2688229993132,0.21333333333333335,0.1475249509707329,0.15062543776374043,373.00008383528734,66.14667240054955,2.7446672264739806
diurnal_pattern,least_requested,time-driven,3,300,300,0.0,0.0,716.2244829634104,1659.2688229993132,0.21333333333333335,0.1475249509707329,0.15062543776374043,373.00008383528734,66.14667240054955,2.7446672264739806
