pod_id,submit_time,duration,milli_cpu,milli_gpu,gpu_number,gpu_type,user
flash_crowd_00000049,331.16569262218457,420.6776657389793,8000,1000,1,H100,user_0040
flash_crowd_00000050,331.25520958150094,19.609256821362937,5000,0,0,,user_0075
flash_crowd_00000051,331.59204003771674,1480.960400352589,3000,0,0,,user_0105
flash_crowd_00000052,333.6803641130218,306.6256514014729,3000,2000,2,T4,user_0133
flash_crowd_00000053,335.6288709362984,605.0631753263815,3000,1000,1,A100,user_0166
flash_crowd_00000054,336.10312128401904,80.9403732553615,4000,2000,2,A100,user_0044
flash_crowd_00000055,338.7197118116376,577.4771612436299,2000,1000,1,H100,user_0060
flash_crowd_00000056,338.776548413975,829.529292254354,6000,0,0,,user_0187
flash_crowd_00000057,339.0593469788186,252.95090372113145,5000,1000,1,H100,user_0087
flash_crowd_00000058,340.56184728385745,253.4985453854553,4000,1000,1,A100,user_0048
flash_crowd_00000059,340.75281167914875,266.774441766753,7000,1000,1,T4,user_0197
flash_crowd_00000060,341.4216685587329,53.56680639102712,4000,1000,1,H100,user_0089
flash_crowd_00000061,344.3794264008291,147.4272806964678,2000,1000,1,A100,user_0197
flash_crowd_00000062,344.4784657792761,146.38699124368924,9000,2000,2,V100,user_0183
flash_crowd_00000063,344.6477158978256,313.24652192332616,5000,2000,2,H100,user_0181
flash_crowd_00000064,345.160721077268,752.3742003569339,3000,1000,1,V100,user_0116
flash_crowd_00000065,345.7805963883317,40.701944887622346,8000,4000,4,V100,user_0159
flash_crowd_00000066,346.87927940702184,152.21137634121544,2000,0,0,,user_0192
flash_crowd_00000067,348.2173123587094,1492.606797447456,5000,1000,1,V100,user_0053
flash_crowd_00000068,348.82512536890675,63.42279100154938,5000,0,0,,user_0007
flash_crowd_00000069,349.2210459396229,56.76142848691078,8000,0,0,,user_0064
flash_crowd_00000070,350.5230939984068,242.2043106116176,4000,8000,8,V100,user_0127
flash_crowd_00000071,350.65714607858814,603.1745125123222,4000,1000,1,H100,user_0109
flash_crowd_00000072,351.7441618883814,184.7161209275691,5000,4000,4,A100,user_0016
flash_crowd_00000073,353.67120292972373,1201.534547894349,6000,0,0,,user_0112
flash_crowd_00000074,354.5259681298684,613.9109355755907,5000,2000,2,T4,user_0034
flash_crowd_00000075,354.8536410956487,600.9786463664918,3000,1000,1,H100,user_0101
flash_crowd_00000076,355.2636490522087,399.2466863950598,4000,1000,1,A100,user_0115
flash_crowd_00000077,356.0923816535625,4975.213892640165,1000,0,0,,user_0127
flash_crowd_00000078,356.1569610916206,135.85965041828445,2000,2000,2,T4,user_0082
flash_crowd_00000079,357.337832472059,10.992754004212236,3000,4000,4,H100,user_0081
flash_crowd_00000080,357.83848648535644,1777.5180153857905,2000,2000,2,A100,user_0135
flash_crowd_00000081,358.9306660387807,95.00275631713748,6000,2000,2,V100,user_0149
flash_crowd_00000082,359.3529452344837,211.81601466229225,4000,4000,4,T4,user_0161
flash_crowd_00000083,361.8126105533904,1168.8148103776869,5000,0,0,,user_0066
flash_crowd_00000084,361.8471395152616,19.0561129057022,6000,1000,1,A100,user_0084
flash_crowd_00000085,363.5458081128196,31.04737327746689,4000,0,0,,user_0066
flash_crowd_00000086,363.7386967732123,19.08202114845452,4000,1000,1,V100,user_0105
flash_crowd_00000087,363.9220983228576,59.05704791949591,2000,4000,4,V100,user_0025
flash_crowd_00000088,365.20286941646486,339.3048894020633,3000,2000,2,H100,user_0086
flash_crowd_00000089,367.26061522853047,382.62144675191496,3000,2000,2,T4,user_0037
flash_crowd_00000090,367.29267799661017,269.0311442869498,6000,1000,1,T4,user_0106
flash_crowd_00000091,368.0124233625126,24.7928388586579,2000,1000,1,H100,user_0170
flash_crowd_00000092,369.3951600470096,7.290604748458471,7000,1000,1,V100,user_0197
flash_crowd_00000093,370.4597060348689,196.31904986846368,6000,0,0,,user_0089
flash_crowd_00000094,370.46464930182566,93.12896067715394,3000,2000,2,H100,user_0011
flash_crowd_00000095,370.7980242325812,348.9611809109322,2000,1000,1,A100,user_0045
flash_crowd_00000096,372.2336390590492,492.607357168827,3000,1000,1,T4,user_0020
flash_crowd_00000097,373.5280286316963,221.1451638226773,6000,0,0,,user_0151
flash_crowd_00000098,375.0352200730424,535.0825558868868,4000,1000,1,A100,user_0196
flash_crowd_00000099,375.6846045463335,251.63719621214503,6000,1000,1,V100,user_0110
flash_crowd_00000100,375.7915283333211,385.8303921741364,5000,1000,1,A100,user_0035
flash_crowd_00000101,376.4237596275025,67.00439411772547,4000,1000,1,A100,user_0004
flash_crowd_00000102,377.250825982961,140.87102544052658,3000,0,0,,user_0195
flash_crowd_00000103,379.23213699101575,240.30981809088576,6000,4000,4,V100,user_0063
flash_crowd_00000104,379.4536384583132,583.0581505859727,8000,1000,1,H100,user_0022
flash_crowd_00000105,380.2697438570205,104.0055531102026,7000,0,0,,user_0035
flash_crowd_00000106,380.5095098422116,380.982526664312,3000,4000,4,H100,user_0051
flash_crowd_00000107,380.8406339432006,124.66393786094702,3000,0,0,,user_0131
flash_crowd_00000108,381.0212260964825,153.83179073660014,5000,1000,1,V100,user_0178
flash_crowd_00000109,381.1921964384951,590.5590635753795,6000,2000,2,V100,user_0055
flash_crowd_00000110,381.4042709339355,11.14981036922228,5000,4000,4,A100,user_0137
flash_crowd_00000111,381.5875521605985,29.160991723738597,1000,0,0,,user_0012
flash_crowd_00000112,383.2938279649594,22.509780428271046,1000,0,0,,user_0002
flash_crowd_00000113,383.61634528190194,7.067869670727508,4000,2000,2,A100,user_0010
flash_crowd_00000114,385.39144070982223,69.5504376855439,3000,1000,1,H100,user_0184
flash_crowd_00000115,385.6308319225412,527.005210317284,6000,2000,2,V100,user_0116
flash_crowd_00000116,386.68062549955226,121.34455579691254,4000,8000,8,A100,user_0161
flash_crowd_00000117,387.4011310896557,240.65607250670112,6000,4000,4,A100,user_0004
flash_crowd_00000118,387.4783790301744,854.3686870218262,6000,1000,1,T4,user_0004
flash_crowd_00000119,387.7361077028945,1199.358330273105,10000,1000,1,H100,user_0169
flash_crowd_00000120,388.0322186263488,164.76430305100126,3000,0,0,,user_0020
flash_crowd_00000121,388.0913128012667,1244.368069739668,3000,1000,1,H100,user_0031
flash_crowd_00000122,388.1574867745158,207.13180510304537,4000,2000,2,H100,user_0103
flash_crowd_00000123,388.807059155975,55.56205729253752,7000,1000,1,H100,user_0121
flash_crowd_00000124,388.88886514506135,78.30029082230726,1000,0,0,,user_0045
flash_crowd_00000125,391.02403933587,22.561434823982022,2000,1000,1,A100,user_0088
flash_crowd_00000126,391.8278550737744,51.728231410084966,5000,8000,8,H100,user_0134
flash_crowd_00000127,391.8667039727546,109.40248519534632,8000,1000,1,V100,user_0088
flash_crowd_00000128,392.0682581480656,569.1802853995669,3000,1000,1,T4,user_0076
flash_crowd_00000129,392.1681051170955,2097.9937818558583,1000,1000,1,H100,user_0014
flash_crowd_00000130,392.27471603750496,25.87251923207869,3000,4000,4,A100,user_0090
flash_crowd_00000131,392.9604556791807,317.4730237402086,5000,8000,8,H100,user_0160
flash_crowd_00000132,393.30885177419793,41.74399465535958,2000,1000,1,H100,user_0125
flash_crowd_00000133,394.0680836945058,356.6366090506844,2000,1000,1,T4,user_0178
flash_crowd_00000134,394.825586596702,150.90509909055555,4000,1000,1,V100,user_0025
flash_crowd_00000135,395.1356700793255,13.908311327400751,8000,4000,4,H100,user_0002
flash_crowd_00000136,395.28687228737215,679.6110293410479,5000,0,0,,user_0109
flash_crowd_00000137,397.310872459084,77.13581290200926,8000,2000,2,T4,user_0035
flash_crowd_00000138,397.5640799034941,85.2933597761636,2000,0,0,,user_0118
flash_crowd_00000139,397.9618736932283,40.06570152728136,5000,1000,1,T4,user_0180
flash_crowd_00000140,399.7439066639964,71.9468069137955,3000,0,0,,user_0067
flash_crowd_00000141,400.0042196545707,333.6890328029649,4000,1000,1,A100,user_0109
flash_crowd_00000142,401.53157462972086,138.96021436801743,5000,2000,2,A100,user_0136
flash_crowd_00000143,402.6233399178122,289.81383072836144,5000,1000,1,T4,user_0030
flash_crowd_00000144,402.65776737889337,303.83544075630454,6000,0,0,,user_0179
flash_crowd_00000145,404.5244890813937,1187.434165107679,2000,1000,1,T4,user_0040
flash_crowd_00000146,404.5292453450873,111.78811868506963,2000,1000,1,V100,user_0161
flash_crowd_00000147,406.3868614400705,22.67711461806083,5000,1000,1,H100,user_0131
flash_crowd_00000148,406.5137260736443,828.0569583862025,2000,1000,1,H100,user_0028
flash_crowd_00000149,407.6281256051234,113.59148144520135,3000,1000,1,A100,user_0144
flash_crowd_00000150,407.7714663834233,885.7645791760207,3000,0,0,,user_0039
flash_crowd_00000151,407.8524283722672,313.23906731125106,4000,0,0,,user_0119
flash_crowd_00000152,407.9995806786719,150.894211052727,1000,4000,4,T4,user_0191
flash_crowd_00000153,408.52864372463614,298.21395472599016,2000,1000,1,A100,user_0190
flash_crowd_00000154,408.629395886106,2911.1873880044577,3000,1000,1,H100,user_0174
flash_crowd_00000155,408.8256210686224,3482.6429252059334,6000,0,0,,user_0098
flash_crowd_00000156,408.8286679226856,200.55128267012952,4000,1000,1,T4,user_0111
flash_crowd_00000157,408.9637817478158,228.145074191136,15000,1000,1,H100,user_0060
flash_crowd_00000158,409.1617218610953,838.7449638280135,6000,0,0,,user_0184
flash_crowd_00000159,410.9691250681928,54.91865902960934,4000,1000,1,V100,user_0095
flash_crowd_00000160,410.99983419858825,291.6343711691685,10000,1000,1,T4,user_0154
flash_crowd_00000161,411.4114165069453,175.19678121975156,7000,0,0,,user_0071
flash_crowd_00000162,411.6084944813128,283.8033143841189,3000,0,0,,user_0148
flash_crowd_00000163,412.12483956356107,55.87856991724967,5000,0,0,,user_0044
flash_crowd_00000164,413.1374612573569,19.39391155840077,8000,4000,4,V100,user_0146
flash_crowd_00000165,413.185860217826,10.007242889678038,8000,1000,1,H100,user_0009
flash_crowd_00000166,413.38557311719177,37.47413531218094,3000,2000,2,V100,user_0020
flash_crowd_00000167,414.2913069801272,94.87164194792248,6000,2000,2,H100,user_0070
flash_crowd_00000168,414.79969948435496,119.92458871870284,3000,0,0,,user_0096
flash_crowd_00000169,415.6756923725098,2854.660276215473,7000,2000,2,H100,user_0142
flash_crowd_00000170,415.780250179517,874.9978826251595,8000,2000,2,H100,user_0071
flash_crowd_00000171,415.8247130836654,46.61289164613261,3000,0,0,,user_0003
flash_crowd_00000172,416.87872743994666,297.76209406472896,7000,0,0,,user_0065
flash_crowd_00000173,417.0777775470255,102.06001248224004,2000,0,0,,user_0087
flash_crowd_00000174,417.58782041996017,121.4340358530952,2000,0,0,,user_0108
flash_crowd_00000175,417.8435529574755,236.43421575113527,11000,0,0,,user_0128
flash_crowd_00000176,419.2475483052932,437.9218472604869,6000,1000,1,H100,user_0049
flash_crowd_00000177,419.29232762782505,112.34808844123388,8000,2000,2,A100,user_0122
flash_crowd_00000178,420.7204716637998,824.096806102551,4000,0,0,,user_0126
flash_crowd_00000179,421.4378219230807,36.20524803677219,5000,0,0,,user_0155
flash_crowd_00000180,421.7383037233309,183.3875364185084,7000,0,0,,user_0104
flash_crowd_00000181,422.303610074104,7305.957979767511,5000,0,0,,user_0162
flash_crowd_00000182,422.72101691071816,249.4555776018064,6000,0,0,,user_0044
flash_crowd_00000183,423.57692612725697,1393.612249659613,2000,8000,8,V100,user_0142
flash_crowd_00000184,424.00717016958055,206.9535658203436,4000,1000,1,H100,user_0009
flash_crowd_00000185,426.9057718501963,414.6647751420278,5000,0,0,,user_0020
flash_crowd_00000186,431.7575473407202,167.67746969538123,9000,1000,1,V100,user_0172
flash_crowd_00000187,432.0930397751037,142.7213533659582,7000,1000,1,H100,user_0095
flash_crowd_00000188,432.1663397344522,60.29051953672287,6000,0,0,,user_0124
flash_crowd_00000189,432.1969396638429,334.83405215930696,4000,8000,8,T4,user_0120
flash_crowd_00000190,436.7173892323624,54.46568306784999,6000,2000,2,V100,user_0138
flash_crowd_00000191,437.1519188723307,467.7875899125587,5000,1000,1,H100,user_0049
flash_crowd_00000192,438.8668788030872,849.6061779598708,8000,1000,1,T4,user_0035
flash_crowd_00000193,438.8784397520523,305.8316166702421,7000,0,0,,user_0008
flash_crowd_00000194,441.7555622957289,121.11014555442156,2000,0,0,,user_0172
flash_crowd_00000195,441.906328394719,346.28391846863803,5000,2000,2,T4,user_0044
flash_crowd_00000196,441.92446018681727,117.32278715896362,2000,0,0,,user_0115
flash_crowd_00000197,443.4141988273311,686.6537109670885,5000,8000,8,A100,user_0090
flash_crowd_00000198,445.79512711780063,13.89878493242013,7000,1000,1,A100,user_0032
flash_crowd_00000199,446.1562755740307,112.93062202336114,3000,1000,1,A100,user_0082
flash_crowd_00000200,446.37192407790906,11.183869758619116,11000,2000,2,H100,user_0016
flash_crowd_00000201,446.5786506437122,22.11057489372468,2000,1000,1,T4,user_0035
flash_crowd_00000202,449.1369755511529,1262.6915289066474,2000,1000,1,T4,user_0027
flash_crowd_00000203,449.3615021437887,648.3543110437348,1000,1000,1,T4,user_0164
flash_crowd_00000204,450.1378912652302,65.61818341970573,4000,0,0,,user_0113
flash_crowd_00000205,450.3859378955671,21.883128892113564,15000,0,0,,user_0185
flash_crowd_00000206,450.6357908909914,3.1890531473357395,3000,1000,1,V100,user_0087
flash_crowd_00000207,453.29901153938215,84.14370267884608,3000,2000,2,T4,user_0040
flash_crowd_00000208,455.31443550299446,5677.2165255162,5000,1000,1,A100,user_0121
flash_crowd_00000209,455.7762898336111,337.0214795769484,5000,1000,1,H100,user_0185
flash_crowd_00000210,458.91577553834,82.25230324229983,2000,0,0,,user_0106
flash_crowd_00000211,459.55714765444327,351.7962377800601,7000,1000,1,V100,user_0003
flash_crowd_00000212,460.29268104441167,20.178095114781183,3000,2000,2,T4,user_0060
flash_crowd_00000213,461.8772302513874,119.22458906055526,2000,0,0,,user_0184
flash_crowd_00000214,465.30008708534126,209.3044217370829,5000,0,0,,user_0103
flash_crowd_00000215,466.7210037270342,160.84713150726387,5000,1000,1,H100,user_0190
flash_crowd_00000216,466.8699053721372,558.9326204475726,5000,0,0,,user_0101
flash_crowd_00000217,467.95937876202186,296.46919877824155,6000,1000,1,V100,user_0002
flash_crowd_00000218,469.5558112758079,469.6136224793543,14000,1000,1,A100,user_0174
flash_crowd_00000219,470.3740930656858,68.5646335288991,5000,0,0,,user_0152
flash_crowd_00000220,471.0962061431325,650.7838555600702,3000,1000,1,A100,user_0143
flash_crowd_00000221,473.0722146121101,1841.0437399771797,4000,1000,1,A100,user_0194
flash_crowd_00000222,473.1651445609781,46.08735781126224,4000,1000,1,A100,user_0039
flash_crowd_00000223,473.5745986496578,51.760172728885394,8000,0,0,,user_0181
flash_crowd_00000224,475.7049262259337,1213.2539021441455,2000,0,0,,user_0046
flash_crowd_00000225,476.7877995997996,138.54718898366664,4000,1000,1,A100,user_0194
flash_crowd_00000226,478.6677451237621,1336.5437303669073,3000,4000,4,H100,user_0038
flash_crowd_00000227,478.95456282052174,97.06370375304031,6000,1000,1,T4,user_0110
flash_crowd_00000228,480.08894456604577,1437.5705380776214,6000,0,0,,user_0157
flash_crowd_00000229,482.5463966115625,219.03433353613545,2000,0,0,,user_0015
flash_crowd_00000230,486.1832860391648,262.22371149737063,12000,0,0,,user_0013
flash_crowd_00000231,486.4348822202796,1680.3001954525632,2000,0,0,,user_0169
flash_crowd_00000232,488.3964956789941,108.82241038499728,12000,0,0,,user_0012
flash_crowd_00000233,491.8456764160657,48.00898165575272,3000,0,0,,user_0122
flash_crowd_00000234,493.8422305640835,96.23902276266296,3000,0,0,,user_0187
flash_crowd_00000235,499.8365445845893,345.48202351035496,3000,1000,1,V100,user_0122
flash_crowd_00000236,501.0447751033635,20.044267050116567,2000,2000,2,V100,user_0096
flash_crowd_00000237,504.6584154465297,449.4620870810499,3000,8000,8,A100,user_0083
flash_crowd_00000238,506.42348662175823,84.70776974730822,3000,1000,1,H100,user_0127
flash_crowd_00000239,506.4623556014149,928.618805213544,13000,0,0,,user_0114
flash_crowd_00000240,525.873701876696,6.526636383469135,3000,0,0,,user_0100
flash_crowd_00000241,545.2533584620203,59.69107371589126,5000,4000,4,A100,user_0030
flash_crowd_00000242,545.6931233003664,16.96299814014368,2000,2000,2,H100,user_0132
flash_crowd_00000243,553.5794006579958,56.44384434105931,6000,1000,1,V100,user_0147
flash_crowd_00000244,554.5847870158348,258.3193159772265,3000,1000,1,T4,user_0141
flash_crowd_00000245,557.0321523412783,140.94789840663603,5000,0,0,,user_0015
flash_crowd_00000246,559.2071607454135,126.88499126053368,3000,0,0,,user_0140
flash_crowd_00000247,565.2361064811888,145.01059326471884,8000,1000,1,H100,user_0145
flash_crowd_00000248,568.7411959528937,242.5767445893339,6000,2000,2,V100,user_0036
flash_crowd_00000249,579.219568941896,43.665046448941645,3000,0,0,,user_0169
flash_crowd_00000250,627.3088407024431,496.047844813774,3000,1000,1,T4,user_0104
flash_crowd_00000251,630.2825931188885,465.85046010801335,5000,0,0,,user_0094
flash_crowd_00000252,631.6643991220649,313.9790332910236,11000,1000,1,V100,user_0144
flash_crowd_00000253,634.7183200005908,400.6204417582755,2000,0,0,,user_0101
flash_crowd_00000254,643.8651200806645,276.839573425062,2000,2000,2,V100,user_0108
flash_crowd_00000255,661.916514726895,3281.0523839011075,3000,0,0,,user_0062
flash_crowd_00000256,664.3135403273875,160.62061793680084,5000,4000,4,T4,user_0185
flash_crowd_00000257,664.8508565920322,117.58734051379687,15000,0,0,,user_0193
flash_crowd_00000258,668.4029617904716,62.53936465455507,1000,2000,2,T4,user_0026
flash_crowd_00000259,669.8139946825104,42.232660433732136,15000,1000,1,A100,user_0146
flash_crowd_00000260,682.4955039749755,31.36066792653746,7000,2000,2,T4,user_0004
flash_crowd_00000261,683.0489532424547,51.67990812717938,2000,0,0,,user_0073
flash_crowd_00000262,696.320375077736,164.40418738606328,11000,1000,1,T4,user_0193
flash_crowd_00000263,697.368029059364,292.1421935604446,5000,8000,8,A100,user_0034
flash_crowd_00000264,699.7071338107496,195.4262606952257,2000,2000,2,V100,user_0075
flash_crowd_00000265,700.2651020022491,61.48863315541836,6000,0,0,,user_0043
flash_crowd_00000266,705.1653786263352,652.9798800363246,4000,1000,1,A100,user_0145
flash_crowd_00000267,716.8901891589956,519.5504195290114,8000,0,0,,user_0092
flash_crowd_00000268,719.4629559509368,144.9153348100217,4000,0,0,,user_0118
flash_crowd_00000269,722.3593505964503,72.08590011298053,3000,1000,1,T4,user_0188
flash_crowd_00000270,744.7621559078171,396.0319642609227,10000,1000,1,A100,user_0104
flash_crowd_00000271,758.0877400853739,237.3248511299561,5000,0,0,,user_0146
flash_crowd_00000272,758.51952983521,23.601711311279814,4000,2000,2,T4,user_0019
flash_crowd_00000273,761.1397019903529,165.03510649258416,5000,1000,1,H100,user_0043
flash_crowd_00000274,764.9988574160255,263.6453469792746,6000,0,0,,user_0189
flash_crowd_00000275,773.9560485559633,50.89268167102805,2000,1000,1,V100,user_0171
flash_crowd_00000276,778.3834970737619,237.95578585635903,2000,2000,2,T4,user_0131
flash_crowd_00000277,778.7509039657946,23.38285749684528,3000,1000,1,H100,user_0075
flash_crowd_00000278,780.7290310219679,1213.9474598502543,6000,1000,1,V100,user_0039
flash_crowd_00000279,783.8982091064134,1070.7611256513972,2000,8000,8,T4,user_0170
flash_crowd_00000280,786.0643052769539,127.0397752753956,7000,8000,8,T4,user_0157
flash_crowd_00000281,786.9243775021384,304.49763338898435,9000,1000,1,T4,user_0048
flash_crowd_00000282,804.7643574968018,6.394285192631307,2000,2000,2,A100,user_0117
flash_crowd_00000283,814.0203846660346,35.48099391593898,3000,8000,8,T4,user_0123
flash_crowd_00000284,822.76161327083,119.82483238111352,2000,4000,4,V100,user_0095
flash_crowd_00000285,827.631171992582,39.93196354951528,4000,4000,4,H100,user_0185
flash_crowd_00000286,832.2598013952011,501.3982756081107,6000,0,0,,user_0024
flash_crowd_00000287,832.6781960578375,3109.3522633932766,4000,0,0,,user_0051
flash_crowd_00000288,853.4030732681662,34.48713044397834,8000,2000,2,H100,user_0019
flash_crowd_00000289,856.6142840923756,55.55695225521539,3000,0,0,,user_0138
flash_crowd_00000290,858.5979199113824,253.87591859613357,3000,1000,1,A100,user_0128
flash_crowd_00000291,893.1211213221977,1794.954893589616,5000,1000,1,A100,user_0197
flash_crowd_00000292,902.6023965438416,32.34583442124602,6000,0,0,,user_0108
flash_crowd_00000293,908.580690707607,258.8224871119238,6000,0,0,,user_0030
flash_crowd_00000294,926.7649888486018,2420.579839446499,3000,0,0,,user_0090
flash_crowd_00000295,961.8976645495144,17.79546502174217,5000,1000,1,H100,user_0017
flash_crowd_00000296,967.50973243421,29.795679522675787,5000,0,0,,user_0134
flash_crowd_00000297,969.176377347724,99.69961702787134,5000,1000,1,A100,user_0134
flash_crowd_00000298,970.6980243949032,86.91453694555733,12000,0,0,,user_0171
flash_crowd_00000299,975.622351636756,576.5235697689777,6000,0,0,,user_0067
